City,Date,hail,thunder,tornado,meantempm,meantempi,meandewptm,meandewpti,meanpressurem,meanpressurei,meanwindspdm,meanwindspdi,meanwdire,meanwdird,meanvism,meanvisi,humidity,fog,maxtempm,maxtempi,mintempm,mintempi,maxhumidity,minhumidity,maxdewptm,maxdewpti,mindewptm,mindewpti,rain,maxpressurem,maxpressurei,minpressurem,minpressurei,maxwspdm,maxwspdi,minwspdm,minwspdi,maxvism,maxvisi,snow,minvism,minvisi,gdegreedays,heatingdegreedays,coolingdegreedays,precipm,precipi
EDFE,2/21/2017,0,0,0,11,52,9,48,1015.5,30,10,6,WSW,247,9.8,6.1,90,0,12,53,10,50,94,77,9,48,8,46,1,1016,30.01,1014,29.95,18,12,4,2,10,6.2,0,6,3.7,2,14,0,0,0
EDFE,2/22/2017,0,0,0,10,50,7,45,1010,29.83,18,11,SW,230,10,6.2,79,0,11,51,10,50,94,76,9,48,7,45,1,1011,29.86,1008,29.77,32,20,13,8,10,6.2,0,10,6.2,0,14,0,0,0
EDFE,2/23/2017,0,0,0,10,50,5,41,1001.23,29.57,17,11,SW,224,10,6.2,71,0,11,51,9,48,82,62,6,43,4,39,1,1006,29.71,997,29.44,28,17,15,9,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,2/24/2017,0,0,0,6,42,-2,29,1012.33,29.9,14,9,WNW,286,10,6.2,58,0,8,46,4,39,81,43,1,34,-4,25,0,1016,30.01,1008,29.77,22,14,9,6,10,6.2,0,10,6.2,0,22,0,0,0
EDFE,2/25/2017,0,0,0,3,37,0,33,1021.33,30.16,6,4,SW,217,8.1,5,73,1,9,48,-3,26,100,54,2,36,-3,27,0,1023,30.21,1019,30.09,15,9,0,0,10,6.2,0,3,1.9,0,28,0,0,0
EDFE,2/26/2017,0,0,0,10,49,1,33,1013.77,29.94,12,7,SSW,212,10,6.2,54,0,14,57,5,41,76,36,2,36,-1,30,0,1015,29.98,1012,29.89,20,13,7,5,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,2/27/2017,0,0,0,12,54,3,37,1003.06,29.62,11,7,SSW,198,10,6.2,53,0,14,57,10,50,62,48,4,39,2,36,0,1008,29.77,998,29.47,18,12,7,5,10,6.2,0,10,6.2,4,12,0,0,0
EDFE,2/28/2017,0,0,0,6,44,2,36,994.1,29.36,13,8,South,190,9.8,6.1,76,0,8,46,5,41,93,62,4,39,1,34,1,997,29.44,992,29.3,18,12,11,7,10,6.2,0,8,5,0,22,0,0,0
EDFE,3/1/2017,0,0,0,7,44,3,38,1004.05,29.65,16,10,SW,222,10,6.2,76,0,9,48,5,41,93,62,5,41,2,36,1,1005,29.68,1001,29.56,24,15,11,7,10,6.2,0,10,6.2,0,20,0,0,0
EDFE,3/2/2017,0,0,0,9,48,-1,30,1011.55,29.88,25,16,WSW,242,10,6.2,49,0,11,51,7,44,66,40,1,34,-3,27,0,1015,29.98,1008,29.77,41,25,18,12,10,6.2,0,10,6.2,0,18,0,0,0
EDFE,3/3/2017,0,0,0,6,44,-1,30,1009.61,29.82,5,3,SE,139,,,57,0,13,55,0,32,93,33,1,34,-3,27,0,1014,29.95,1004,29.65,13,8,0,0,,,0,,,0,22,0,0,0
EDFE,3/4/2017,0,0,0,8,46,3,37,993.53,29.34,8,5,ENE,68,,,55,0,16,60,1,33,93,39,4,39,0,32,0,998,29.47,990,29.24,17,10,4,2,,,0,,,0,18,0,0,0
EDFE,3/5/2017,0,0,0,9,48,4,38,1002.27,29.6,12,7,SSW,197,10,6.2,72,0,11,51,6,42,93,54,5,41,2,36,1,1005,29.68,999,29.5,22,14,4,2,10,6.2,0,10,6.2,0,18,0,0,0
EDFE,3/6/2017,0,0,0,7,44,5,41,1000.05,29.53,9,6,WSW,252,9.9,6.1,87,0,8,46,6,42,93,81,6,43,4,39,1,1001,29.56,999,29.5,18,12,2,1,10,6.2,0,8,5,0,21,0,0,0
EDFE,3/7/2017,0,0,0,6,42,4,38,1014.32,29.96,8,5,WSW,247,10,6.2,82,0,8,46,4,39,93,71,5,41,3,37,1,1017,30.04,1011,29.86,18,12,0,0,10,6.2,0,9,5.6,0,22,0,0,0
EDFE,3/8/2017,0,0,0,6,42,3,38,1019.37,30.1,9,6,SSW,195,8.5,5.3,88,0,8,46,3,37,100,71,5,41,3,37,1,1022,30.18,1016,30.01,18,12,6,4,10,6.2,0,5,3.1,0,24,0,0,0
EDFE,3/9/2017,0,0,0,12,52,9,48,1017.55,30.05,7,5,WSW,248,6.4,4,82,1,16,60,7,44,100,59,12,54,6,43,1,1019,30.09,1016,30.01,28,17,0,0,10,6.2,0,1.5,0.9,2,13,0,0,0
EDFE,3/10/2017,0,0,0,8,47,0,32,1026.86,30.33,6,3,WNW,290,10,6.2,55,0,12,53,5,41,76,41,1,34,-2,28,0,1028,30.36,1025,30.27,13,8,2,1,10,6.2,0,10,6.2,0,18,0,0,0
EDFE,3/11/2017,0,0,0,6,42,0,32,1021.36,30.16,8,5,ENE,75,,,56,0,13,55,-1,30,100,33,2,36,-3,27,0,1024,30.24,1019,30.09,17,10,4,2,,,0,,,0,22,0,0,0
EDFE,3/12/2017,0,0,0,8,45,-1,30,1016.26,30.02,12,8,ENE,78,,,51,0,13,55,2,35,81,36,0,32,-3,27,0,1018,30.06,1015,29.98,22,14,7,5,,,0,,,0,20,0,0,0
EDFE,3/13/2017,0,0,0,7,44,-2,29,1024.62,30.26,4,3,East,79,,,50,0,14,57,0,32,87,36,-1,30,-3,27,0,1026,30.3,1023,30.21,9,6,0,0,,,0,,,0,20,0,0,0
EDFE,3/14/2017,0,0,0,8,47,3,38,1030.95,30.45,6,4,SW,232,9.5,5.9,59,0,15,59,2,35,93,39,6,43,1,34,0,1032,30.48,1029,30.39,15,9,2,1,10,6.2,0,9,5.6,0,18,0,0,0
EDFE,3/15/2017,0,0,0,11,52,6,43,1030.95,30.45,6,4,WSW,247,10,6.2,67,0,15,59,7,44,87,51,8,46,4,39,0,1032,30.48,1029,30.39,11,7,0,0,10,6.2,0,10,6.2,2,14,0,0,0
EDFE,3/16/2017,0,0,0,9,48,3,37,1023.64,30.23,2,2,WSW,251,7.9,4.9,55,1,17,62,1,33,100,30,5,41,-1,30,0,1027,30.33,1020,30.12,9,6,0,0,9,5.6,0,7,4.3,0,18,0,0,0
EDFE,3/17/2017,0,0,0,8,47,5,41,1015.63,30,9,5,West,270,9.1,5.7,66,0,14,57,3,37,93,58,7,45,2,36,0,1017,30.04,1015,29.98,20,13,4,2,10,6.2,0,7,4.3,0,18,0,0,0
EDFE,3/18/2017,0,0,0,10,48,7,44,1008.41,29.78,17,11,SW,223,10,6.2,83,0,12,53,7,44,93,76,9,48,6,43,1,1009,29.8,1008,29.77,24,15,17,10,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,3/19/2017,0,0,0,12,54,9,49,1010.06,29.83,16,10,SW,226,10,6.2,79,0,14,57,11,51,88,72,10,50,8,46,1,1011,29.86,1009,29.8,28,17,15,9,10,6.2,0,10,6.2,4,11,0,0,0
EDFE,3/20/2017,0,0,0,12,54,6,42,1010.19,29.84,14,9,SW,224,10,6.2,63,0,14,57,10,50,76,55,6,43,5,41,0,1012,29.89,1009,29.8,26,16,9,6,10,6.2,0,10,6.2,4,12,0,0,0
EDFE,3/21/2017,0,0,0,10,48,6,43,1010.14,29.83,12,7,WSW,237,10,6.2,78,0,12,53,7,44,87,67,8,46,4,39,1,1013,29.92,1009,29.8,22,14,4,2,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,3/22/2017,0,0,0,7,44,4,39,1013.95,29.95,5,3,ENE,77,9.2,5.7,78,0,9,48,5,41,100,62,5,41,2,36,1,1015,29.98,1013,29.92,15,9,2,1,10,6.2,0,6,3.7,0,20,0,0,0
EDFE,3/23/2017,0,0,0,10,49,6,43,1015.54,30,10,6,ENE,62,9.8,6.1,73,0,14,57,5,41,93,63,8,46,4,39,0,1018,30.06,1014,29.95,18,12,6,4,10,6.2,0,9,5.6,0,16,0,0,0
EDFE,3/24/2017,0,0,0,11,52,4,39,1026.45,30.31,14,9,NE,51,9.5,5.9,65,0,15,59,7,44,76,45,6,43,2,36,0,1029,30.39,1023,30.21,20,13,9,6,10,6.2,0,8,5,2,14,0,0,0
EDFE,3/25/2017,0,0,0,10,50,0,32,1025.18,30.28,13,8,NNE,33,,,55,0,17,62,4,39,81,29,4,39,-4,25,0,1029,30.39,1021,30.15,30,18,7,5,,,0,,,0,14,0,0,0
EDFE,3/26/2017,0,0,0,10,50,0,32,1022.43,30.19,9,6,NE,46,,,54,0,16,60,4,39,70,31,2,36,-1,30,0,1024,30.24,1021,30.15,17,10,4,2,,,0,,,0,16,0,0,0
EDFE,3/27/2017,0,0,0,10,50,-2,28,1023.09,30.21,9,5,East,84,,,47,0,18,64,2,35,70,21,0,32,-5,23,0,1025,30.27,1021,30.15,20,13,2,1,,,0,,,0,16,0,0,0
EDFE,3/28/2017,0,0,0,10,50,3,37,1021.83,30.17,5,3,SW,220,,,58,0,21,69,0,32,87,35,7,45,-2,28,0,1023,30.21,1020,30.12,15,9,0,0,,,0,,,0,14,0,0,0
EDFE,3/29/2017,0,0,0,14,56,7,44,1025.33,30.28,9,6,WSW,239,10,6.2,61,0,19,66,8,46,87,40,8,46,5,41,0,1027,30.33,1024,30.24,20,13,2,1,10,6.2,0,10,6.2,6,9,0,0,0
EDFE,3/30/2017,0,0,0,16,60,8,46,1025.35,30.28,4,2,SSE,158,10,6.2,64,0,21,69,10,50,87,38,8,46,6,43,0,1027,30.33,1022,30.18,15,9,0,0,10,6.2,0,10,6.2,10,6,0,0,0
EDFE,3/31/2017,0,0,0,14,57,5,41,1015,29.98,6,4,SSW,209,,,49,0,23,73,5,41,100,27,9,48,1,34,0,1018,30.06,1013,29.92,17,10,0,0,,,0,,,7,8,0,0,0
EDFE,4/1/2017,0,0,0,14,56,6,42,1011.77,29.88,4,2,SW,226,,,64,0,20,68,7,44,87,35,8,46,4,39,0,1014,29.95,1010,29.83,13,8,0,0,,,0,,,6,9,0,0,0
EDFE,4/2/2017,0,0,0,12,54,7,44,1018.02,30.06,5,3,SSW,196,10,6.2,72,0,17,62,8,46,93,48,9,48,5,41,0,1023,30.21,1014,29.95,15,9,0,0,10,6.2,0,10,6.2,4,11,0,0,0
EDFE,4/3/2017,0,0,0,8,47,6,42,1023.63,30.23,4,3,NNE,28,,,83,0,13,55,5,41,93,67,7,45,4,39,0,1025,30.27,1023,30.21,13,8,2,1,,,0,,,0,18,0,0,0
EDFE,4/4/2017,0,0,0,12,53,3,38,1022.65,30.2,13,8,NNE,30,10,6.2,60,0,17,62,7,44,81,31,5,41,-2,28,0,1024,30.24,1021,30.15,20,13,6,4,10,6.2,0,10,6.2,3,12,0,0,0
EDFE,4/5/2017,0,0,0,10,50,3,38,1022.94,30.21,10,6,North,352,10,6.2,59,0,17,62,4,39,87,37,5,41,1,34,0,1024,30.24,1021,30.15,28,17,2,1,10,6.2,0,10,6.2,0,14,0,0,0
EDFE,4/6/2017,0,0,0,10,48,1,34,1025.38,30.28,13,8,NW,311,10,6.2,56,0,13,55,6,42,71,41,2,36,-1,30,1,1027,30.33,1024,30.24,20,13,7,5,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,4/7/2017,0,0,0,8,47,3,37,1024.53,30.26,12,7,WNW,294,10,6.2,66,0,14,57,3,37,87,51,4,39,1,34,0,1026,30.3,1023,30.21,22,14,6,4,10,6.2,0,10,6.2,0,18,0,0,0
EDFE,4/8/2017,0,0,0,12,52,5,42,1023.73,30.23,5,3,SE,145,9.9,6.2,68,0,17,62,6,42,87,45,7,45,3,37,0,1025,30.27,1022,30.18,13,8,2,1,10,6.2,0,9,5.6,2,13,0,0,0
EDFE,4/9/2017,0,0,0,14,57,5,41,1023.02,30.21,5,3,NNE,14,10,6.2,63,1,23,73,5,41,93,29,7,45,3,37,0,1025,30.27,1020,30.12,9,6,2,1,10,6.2,0,10,6.2,7,8,0,0,0
EDFE,4/10/2017,0,0,0,12,53,5,40,1018.94,30.09,9,6,West,272,10,6.2,64,0,21,69,3,37,93,43,8,46,2,36,0,1022,30.18,1017,30.04,32,20,0,0,10,6.2,0,10,6.2,3,12,0,0,0
EDFE,4/11/2017,0,0,0,10,49,1,33,1024.48,30.25,9,6,NW,315,10,6.2,57,0,15,59,4,39,81,36,3,37,-1,30,0,1026,30.3,1022,30.18,20,13,2,1,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,4/12/2017,0,0,0,10,50,3,37,1017.23,30.04,12,8,SW,227,,,59,0,19,66,2,35,93,35,6,43,0,32,0,1024,30.24,1012,29.89,32,20,2,1,,,0,,,0,14,0,0,0
EDFE,4/13/2017,0,0,0,12,54,4,39,1014.25,29.96,16,10,West,278,10,6.2,58,0,15,59,8,46,82,39,6,43,1,34,1,1016,30.01,1012,29.89,26,16,6,4,10,6.2,0,10,6.2,4,12,0,0,0
EDFE,4/14/2017,0,0,0,10,48,2,36,1015.77,30,6,4,WSW,243,10,6.2,59,0,16,60,3,37,87,36,3,37,1,34,0,1017,30.04,1014,29.95,18,12,2,1,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,4/15/2017,0,0,0,10,50,4,39,1015.13,29.98,12,8,WSW,244,10,6.2,66,0,14,57,6,42,81,54,7,45,2,36,1,1017,30.04,1014,29.95,37,23,4,2,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,4/16/2017,0,0,0,8,46,2,35,1018.75,30.08,14,9,West,262,10,6.2,65,0,11,51,5,41,81,50,4,39,1,34,1,1020,30.12,1018,30.06,28,17,6,4,10,6.2,0,10,6.2,0,19,0,0,0
EDFE,4/17/2017,0,0,0,7,44,2,36,1016.77,30.03,10,6,NNW,327,9.6,6,78,0,10,50,4,39,100,50,5,41,0,32,1,1020,30.12,1014,29.95,26,16,2,1,10,6.2,0,4,2.5,0,20,0,0,0
EDFE,4/18/2017,0,0,0,6,44,0,32,1022.88,30.21,16,10,NNW,336,10,6.2,68,0,10,50,3,37,87,43,2,36,-3,27,1,1029,30.39,1019,30.09,35,22,9,6,10,6.2,0,10,6.2,0,22,0,0,0
EDFE,4/19/2017,0,0,0,4,40,-3,26,1031.68,30.47,17,11,NNE,21,10,6.2,59,0,7,44,1,33,81,39,0,32,-6,21,0,1035,30.57,1029,30.39,30,18,9,6,10,6.2,1,8,5,0,26,0,0,0
EDFE,4/20/2017,0,0,0,5,40,-4,25,1034.35,30.55,5,3,ESE,121,10,6.2,57,0,13,55,-3,26,93,30,-2,28,-6,21,0,1036,30.6,1032,30.48,17,10,2,1,10,6.2,0,10,6.2,0,24,0,0,0
EDFE,4/21/2017,0,0,0,8,46,0,32,1029.37,30.4,7,5,SW,232,10,6.2,56,0,15,59,1,33,87,35,5,41,-3,27,0,1032,30.48,1025,30.27,20,13,2,1,10,6.2,0,10,6.2,0,19,0,0,0
EDFE,4/22/2017,0,0,0,10,50,3,37,1023.42,30.22,15,9,WNW,289,10,6.2,60,0,12,53,8,46,71,44,6,43,-1,30,0,1025,30.27,1022,30.18,32,20,6,4,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,4/23/2017,0,0,0,8,45,-1,30,1024.19,30.25,13,8,WNW,301,10,6.2,57,0,12,53,3,37,75,38,0,32,-3,27,0,1025,30.27,1023,30.21,20,13,6,4,10,6.2,0,10,6.2,0,20,0,0,0
EDFE,4/24/2017,0,0,0,8,45,0,31,1015.87,30,6,4,SSW,210,10,6.2,60,0,17,62,-2,28,93,31,2,36,-3,27,0,1023,30.21,1007,29.74,18,12,2,1,10,6.2,0,10,6.2,0,20,0,0,0
EDFE,4/25/2017,0,0,0,7,44,0,32,1007.52,29.76,10,6,West,270,10,6.2,61,0,12,53,2,35,87,33,4,39,-5,23,0,1010,29.83,1005,29.68,22,14,2,1,10,6.2,0,10,6.2,0,21,0,0,0
EDFE,4/26/2017,0,0,0,8,47,-3,27,1010.87,29.86,9,6,North,5,10,6.2,47,0,13,55,4,39,70,24,-1,30,-8,18,0,1013,29.92,1009,29.8,17,10,2,1,10,6.2,0,10,6.2,0,18,0,0,0
EDFE,4/27/2017,0,0,0,8,45,-1,30,1014.02,29.95,8,5,NW,326,10,6.2,54,0,13,55,2,35,81,33,0,32,-3,27,1,1015,29.98,1013,29.92,17,10,2,1,10,6.2,0,10,6.2,0,20,0,0,0
EDFE,4/28/2017,0,0,0,6,44,-1,30,1013.85,29.95,9,6,West,268,10,6.2,54,0,13,55,0,32,87,33,3,37,-4,25,1,1016,30.01,1013,29.92,20,13,2,1,10,6.2,0,10,6.2,0,22,0,0,0
EDFE,4/29/2017,0,0,0,10,50,1,33,1016.71,30.03,9,5,West,259,10,6.2,56,0,16,60,5,41,87,29,3,37,-2,28,0,1018,30.06,1015,29.98,20,13,4,2,10,6.2,0,10,6.2,0,14,0,0,0
EDFE,4/30/2017,0,0,0,12,54,1,34,1011.85,29.89,19,12,ENE,68,10,6.2,46,0,20,68,5,41,65,30,3,37,-1,30,0,1016,30.01,1006,29.71,33,21,15,9,10,6.2,0,10,6.2,4,10,0,0,0
EDFE,5/1/2017,0,0,0,10,50,6,42,1010.9,29.86,12,7,WSW,241,9.9,6.1,77,1,12,53,8,46,100,54,9,48,3,37,1,1016,30.01,1006,29.71,28,17,4,2,10,6.2,0,7,4.3,0,16,0,0,0
EDFE,5/2/2017,0,0,0,8,47,8,46,1014.52,29.97,9,6,West,264,7.8,4.8,95,1,10,50,7,44,100,87,9,48,6,43,1,1017,30.04,1014,29.95,18,12,6,4,10,6.2,0,3.5,2.2,0,18,0,0,0
EDFE,5/3/2017,0,0,0,10,48,8,46,1017.96,30.06,10,6,NNE,30,9.4,5.8,88,0,12,53,7,44,94,77,9,48,6,43,1,1019,30.09,1017,30.04,22,14,6,4,10,6.2,0,4.5,2.8,0,16,0,0,0
EDFE,5/4/2017,0,1,0,12,52,9,48,1015.9,30.01,11,7,NNE,30,8.1,5,87,0,13,55,10,50,100,76,11,52,7,45,1,1018,30.06,1014,29.95,32,20,6,4,10,6.2,0,2.7,1.7,2,12,0,0,0
EDFE,5/5/2017,0,0,0,12,52,7,45,1018.25,30.07,9,6,NNE,19,10,6.2,75,0,15,59,8,46,93,59,8,46,6,43,0,1019,30.09,1017,30.04,17,10,4,2,10,6.2,0,10,6.2,2,12,0,0,0
EDFE,5/6/2017,0,0,0,15,58,7,45,1011.29,29.87,13,8,ENE,66,10,6.2,66,0,22,71,8,46,93,35,10,50,6,43,0,1017,30.04,1008,29.77,26,16,4,2,10,6.2,0,10,6.2,8,6,0,0,0
EDFE,5/7/2017,0,0,0,14,56,12,54,1012.63,29.91,10,6,SW,224,8.3,5.2,93,0,16,60,12,53,100,77,14,57,10,50,1,1015,29.98,1010,29.83,20,13,4,2,10,6.2,0,2.7,1.7,6,8,0,0,0
EDFE,5/8/2017,0,0,0,10,50,7,44,1017.37,30.05,14,9,NW,307,9.4,5.8,78,0,13,55,8,46,100,58,11,52,3,37,1,1020,30.12,1015,29.98,26,16,6,4,10,6.2,0,7,4.3,0,14,0,0,0
EDFE,5/9/2017,0,0,0,10,49,2,35,1018.1,30.07,10,6,NNE,29,10,6.2,63,1,14,57,5,41,100,33,7,45,-2,28,0,1020,30.12,1014,29.95,22,14,0,0,10,6.2,0,10,6.2,0,16,0,0,0
EDFE,5/10/2017,0,0,0,11,52,2,36,1009.21,29.81,6,4,East,83,10,6.2,59,0,20,68,2,35,93,28,5,41,0,32,0,1014,29.95,1005,29.68,13,8,2,1,10,6.2,0,10,6.2,2,14,0,0,0
EDFE,5/11/2017,0,0,0,15,58,7,45,1000.96,29.56,8,5,ENE,72,10,6.2,60,0,23,73,7,44,82,38,12,54,4,39,1,1005,29.68,997,29.44,30,18,4,2,10,6.2,0,10,6.2,8,6,0,0,0
EDFE,5/12/2017,0,1,0,17,62,12,54,1002.56,29.61,7,5,SSW,207,9.9,6.2,81,0,21,69,13,55,100,49,14,57,10,50,1,1007,29.74,999,29.5,18,12,2,1,10,6.2,0,7,4.3,12,3,0,0,0
EDFE,5/13/2017,0,1,0,16,62,11,52,1010.92,29.86,9,6,SW,221,10,6.2,74,1,23,73,10,50,100,44,14,57,9,48,1,1016,30.01,1007,29.74,24,15,4,2,10,6.2,0,10,6.2,12,4,0,0,0
EDFE,5/14/2017,0,1,0,18,63,12,53,1020.62,30.14,10,6,SSW,196,10,6.2,76,0,22,71,12,53,94,43,14,57,9,48,1,1025,30.27,1016,30.01,35,22,4,2,10,6.2,0,10,6.2,13,2,0,0,0
EDFE,5/15/2017,0,0,0,16,60,8,47,1027.98,30.36,6,4,WSW,243,10,6.2,66,1,23,73,9,48,100,29,11,52,4,39,0,1030,30.42,1025,30.27,13,8,2,1,10,6.2,0,10,6.2,10,4,0,0,0
EDFE,5/16/2017,0,0,0,18,63,9,47,1027.91,30.36,6,3,East,89,10,6.2,58,1,26,78,9,48,93,31,10,50,6,43,0,1030,30.42,1026,30.3,11,7,0,0,10,6.2,0,10,6.2,13,2,0,0,0
EDFE,5/17/2017,0,0,0,22,70,11,52,1019.98,30.12,10,6,East,79,,,53,0,29,84,14,57,77,30,13,55,9,48,0,1026,30.3,1013,29.92,24,15,4,2,,,0,,,20,0,6,0,0
EDFE,5/18/2017,0,0,0,19,66,15,59,1011.77,29.88,7,4,SSW,193,10,6.2,77,1,24,75,14,57,100,53,18,64,12,54,1,1013,29.92,1009,29.8,20,13,2,1,10,6.2,0,10,6.2,16,0,1,0,0
EDFE,5/19/2017,0,0,0,15,58,13,56,1011.77,29.88,11,7,SW,225,9.9,6.1,93,1,19,66,11,51,100,77,16,61,10,50,1,1017,30.04,1008,29.77,28,17,0,0,10,6.2,0,8,5,8,6,0,0,0
EDFE,5/20/2017,0,0,0,13,55,8,46,1021.6,30.17,10,6,SSW,213,10,6.2,76,1,18,64,8,46,100,45,10,50,5,41,0,1026,30.3,1017,30.04,24,15,2,1,10,6.2,0,8,5,5,10,0,0,0
EDFE,5/21/2017,0,0,0,13,55,7,44,1025.42,30.28,5,3,ENE,64,10,6.2,65,1,21,69,5,41,100,37,9,48,4,39,0,1028,30.36,1022,30.18,15,9,2,1,10,6.2,0,10,6.2,5,10,0,0,0
EDFE,5/22/2017,0,0,0,18,65,9,48,1019.06,30.1,11,7,ENE,57,10,6.2,57,0,24,75,13,55,77,36,10,50,7,45,0,1022,30.18,1016,30.01,18,12,2,1,10,6.2,0,10,6.2,15,0,0,0,0
EDFE,5/23/2017,0,0,0,20,66,11,52,1017.4,30.05,9,6,WNW,301,10,6.2,60,0,27,80,12,53,88,30,13,55,7,45,0,1021,30.15,1016,30.01,24,15,2,1,10,6.2,0,10,6.2,16,0,2,0,0
EDFE,5/24/2017,0,0,0,17,62,10,49,1022.63,30.2,13,8,West,272,10,6.2,61,0,21,69,13,55,82,49,13,55,7,45,0,1024,30.24,1021,30.15,22,14,6,4,10,6.2,0,10,6.2,12,3,0,0,0
EDFE,5/25/2017,0,0,0,18,64,11,52,1021.98,30.18,8,5,NE,39,10,6.2,65,1,24,75,12,53,100,38,13,55,8,46,0,1023,30.21,1021,30.15,28,17,2,1,10,6.2,0,10,6.2,14,1,0,0,0
EDFE,5/26/2017,0,0,0,20,68,12,53,1020.65,30.14,12,8,NE,46,10,6.2,60,0,26,78,14,57,82,39,13,55,10,50,0,1023,30.21,1018,30.06,20,13,6,4,10,6.2,0,10,6.2,18,0,2,0,0
EDFE,5/27/2017,0,0,0,22,72,12,54,1018.69,30.08,11,7,ENE,72,,,55,0,29,84,15,59,82,37,14,57,11,52,0,1020,30.12,1017,30.04,20,13,6,4,,,0,,,22,0,6,0,0
EDFE,5/28/2017,0,1,0,24,75,14,57,1017.69,30.05,8,5,NE,50,10,6.2,58,0,33,91,15,59,94,29,20,68,11,52,1,1019,30.09,1016,30.01,30,18,4,2,10,6.2,0,10,6.2,25,0,10,0,0
EDFE,5/29/2017,0,1,0,25,76,16,61,1013.29,29.93,6,4,SSW,196,10,6.2,64,1,33,91,17,62,100,29,18,64,12,54,1,1016,30.01,1011,29.86,18,12,2,1,10,6.2,0,10,6.2,26,0,12,0,0
EDFE,5/30/2017,0,1,0,23,73,16,61,1013.7,29.94,8,5,SW,229,9.9,6.2,73,0,28,82,18,64,94,51,20,68,14,57,1,1017,30.04,1012,29.89,22,14,2,1,10,6.2,0,8,5,23,0,8,0,0
EDFE,5/31/2017,0,0,0,18,64,11,52,1020.45,30.13,9,6,WNW,293,10,6.2,63,1,24,75,12,53,94,38,14,57,9,48,0,1022,30.18,1018,30.06,18,12,2,1,10,6.2,0,10,6.2,14,1,0,0,0
EDFE,6/1/2017,0,0,0,20,68,12,53,1020.48,30.13,8,5,NE,52,10,6.2,57,0,26,78,15,59,82,39,13,55,11,52,0,1022,30.18,1018,30.06,17,10,2,1,10,6.2,0,10,6.2,18,0,4,0,0
EDFE,6/2/2017,0,1,0,22,72,13,56,1016.69,30.03,8,5,NNE,23,10,6.2,59,0,29,84,15,59,82,35,16,61,12,54,0,1019,30.09,1014,29.95,20,13,4,2,10,6.2,0,10,6.2,22,0,6,0,0
EDFE,6/3/2017,0,1,0,22,70,17,62,1012.65,29.91,7,4,WSW,239,9.7,6,82,0,26,78,17,62,94,54,19,66,15,59,1,1015,29.98,1010,29.83,24,15,2,1,10,6.2,0,3,1.9,20,0,5,0,0
EDFE,6/4/2017,0,0,0,18,63,12,53,1013.81,29.94,12,7,WNW,295,10,6.2,70,0,22,71,13,55,100,41,16,61,8,46,1,1016,30.01,1010,29.83,22,14,6,4,10,6.2,0,10,6.2,13,2,0,0,0
EDFE,6/5/2017,0,0,0,17,62,10,50,1013.62,29.94,6,4,SSW,192,10,6.2,67,1,23,73,11,51,94,35,11,52,6,43,0,1016,30.01,1009,29.8,15,9,2,1,10,6.2,0,10,6.2,12,3,0,0,0
EDFE,6/6/2017,0,0,0,16,60,10,50,1005.48,29.69,14,9,SSW,205,10,6.2,73,1,20,68,12,53,94,35,14,57,4,39,1,1010,29.83,1003,29.62,50,31,6,4,10,6.2,0,10,6.2,10,4,0,0,0
EDFE,6/7/2017,0,0,0,14,57,7,44,1014.46,29.96,24,15,SW,219,10,6.2,63,0,18,64,10,50,77,49,10,50,5,41,1,1019,30.09,1010,29.83,44,28,7,5,10,6.2,0,10,6.2,7,8,0,0,0
EDFE,6/8/2017,0,0,0,16,60,8,46,1018,30.06,9,5,South,180,10,6.2,61,0,24,75,7,44,93,36,10,50,6,43,0,1020,30.12,1015,29.98,20,13,2,1,10,6.2,0,10,6.2,10,6,0,0,0
EDFE,6/9/2017,0,1,0,18,63,11,53,1013.48,29.93,10,6,South,188,10,6.2,69,1,22,71,13,55,94,52,15,59,9,48,1,1018,30.06,1011,29.86,39,24,2,1,10,6.2,0,10,6.2,13,2,0,0,0
EDFE,6/10/2017,0,0,0,17,62,11,51,1020.23,30.13,6,4,SSW,206,5.5,3.4,70,1,25,77,9,48,100,38,12,54,8,46,0,1022,30.18,1018,30.06,17,10,2,1,10,6.2,0,0.2,0.1,12,2,0,0,0
EDFE,6/11/2017,0,0,0,20,68,13,55,1017.15,30.04,7,4,South,186,10,6.2,60,1,30,86,11,51,100,31,17,63,10,50,1,1021,30.15,1012,29.89,18,12,2,1,10,6.2,0,10,6.2,18,0,4,0,0
EDFE,6/12/2017,0,0,0,20,68,10,51,1015.19,29.98,14,9,West,266,10,6.2,53,0,25,77,15,59,78,29,16,61,5,41,1,1018,30.06,1012,29.89,32,20,4,2,10,6.2,0,10,6.2,18,0,4,0,0
EDFE,6/13/2017,0,0,0,16,60,9,48,1018.77,30.08,8,5,NW,310,10,6.2,59,0,23,73,9,48,93,41,10,50,8,46,0,1020,30.12,1018,30.06,18,12,4,2,10,6.2,0,10,6.2,10,4,0,0,0
